StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,sex,sex_3_TEXT,age,marit_status,children,employ_status,employ_status_6_TEXT,SES,tested_positive,know_tested_positive,no_bots,physical_contact__1,physical_contact__2,physical_contact__3,physical_contact__4,physical_contact__5,physical_hygiene__1,physical_hygiene__2,physical_hygiene__3,physical_hygiene__4,physical_hygiene__5,policy_support__1,policy_support__2,policy_support__3,policy_support__4,policy_support__5,generosity__1,generosity__2,generosity__3,psych_wellbeing1_1,psych_wellbeing2_1,collective_narcis__1,collective_narcis__2,collective_narcis__3,national_identity__1,national_identity__2,Conspiracy_theories__1,Conspiracy_theories__2,Conspiracy_theories__3,Conspiracy_theories__4,open_mindedness__1,open_mindedness__2,open_mindedness__3,open_mindedness__4,open_mindedness__5,open_mindedness__6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging__1,social_belonging__2,social_belonging__3,social_belonging__4,trait_self-control__1,trait_self-control__2,trait_self-control__3,trait_self-control__4,Self-esteem_1,Narcissism__1,Narcissism__2,Narcissism__3,Narcissism__4,Narcissism__5,Narcissism__6,Moral_ID__1,Moral_ID__2,Moral_ID__3,Moral_ID__4,Moral_ID__5,Moral_ID__6,Moral_ID__7,Moral_ID__8,Moral_ID__9,Moral_ID__10,risk_perception__1,risk_perception__2,political_ideology_1,moral_circle1,health_1,Q108_1,CRT1,CRT2,CRT3
2020-05-02 13:17,2020-05-02 13:53,IP Address,64.180.193.202,100,2170,TRUE,2020-05-02 13:53,R_1mDVJWbtaX5jG7X,,,,,49.27319336,-123.0124054,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,54,Married,2,Employed part-time,,5- In the middle in Canada,No,No,213,9,0,9,9,10,9,9,9,9,9,9,9,7,9,9,0,70,30,8,8,5,5,5,9,8,0,0,0,0,3,9,9,9,0,1,3,2,0,2,2,8,8,8,8,7,7,8,9,7,9,6,6,8,1,1,5,0,0,0,9,9,5,1,8,5,1,9,8,8,80,80,3,14,8,0,50,300,7
2020-05-02 13:43,2020-05-02 13:56,IP Address,134.41.52.200,100,765,TRUE,2020-05-02 13:56,R_3svGQiPo3UoopHP,,,,,44.65289307,-63.61949921,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,32,Married,4,Employed full time,,5- In the middle in Canada,No,No,213,10,0,8,9,10,10,9,8,5,10,10,6,10,10,10,60,30,10,1,5,7,7,7,10,6,2,0,0,0,6,8,5,9,0,0,5,5,7,8,5,5,5,8,5,5,3,5,5,5,7,8,5,3,6,10,5,8,5,0,10,6,4,0,6,,7,,8,7,50,60,6,1,5,0,50,300,4
2020-05-02 14:10,2020-05-02 14:30,IP Address,170.10.255.29,100,1190,TRUE,2020-05-02 14:30,R_2PiM8AhFsN5JLCw,,,,,44.68139648,-63.65709686,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,29,Married,1,Employed full time,,5- In the middle in Canada,No,No,213,10,0,3,10,10,9,9,10,7,10,8,10,4,7,10,75,20,5,4,5,5,6,5,9,7,2,3,1,1,2,10,8,9,1,2,8,8,8,6,4,3,4,7,7,3,5,5,4,8,8,5,3,8,2,9,6,9,2,5,7,5,6,1,5,4,0,6,4,8,50,40,5,10,6,0,50 CENTS,100,4 HOURS
2020-05-02 14:02,2020-05-02 14:40,IP Address,47.55.13.127,100,2317,TRUE,2020-05-02 14:40,R_28zxh6JuCPIEFl6,,,,,45.31829834,-65.93180084,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,66,Married,3,Retired,,6,No,No,213,9,2,10,10,10,10,10,7,8,9,10,10,8,10,10,50,50,0,9,9,4,7,3,10,10,1,0,0,0,2,9,9,9,0,0,7,9,10,8,6,5,8,8,6,8,9,9,9,6,8,5,3,7,2,1,3,2,1,0,10,8,3,1,5,0,1,5,4,6,70,70,5,7,8,0,50 cents,1 minute,7 hours 
2020-05-02 14:24,2020-05-02 14:41,IP Address,104.243.104.243,100,1035,TRUE,2020-05-02 14:41,R_0iyC3GPQLHbLWc9,,,,,49.32279968,-123.1188965,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,24,Single,0,Employed part-time,,5- In the middle in Canada,No,Yes,213,9,1,9,10,1,9,8,10,8,10,1,0,0,0,0,50,20,30,4,4,9,10,2,9,10,1,0,0,0,2,10,10,9,0,0,6,4,6,6,6,6,4,10,10,10,10,10,10,7,9,10,7,7,10,7,3,8,7,0,10,10,10,1,10,9,0,8,10,10,30,80,9,16,3,0,50 cents,5 hours,16
2020-05-02 14:18,2020-05-02 14:46,IP Address,45.2.214.90,100,1709,TRUE,2020-05-02 14:47,R_1psXsOVv1qP8NYE,,,,,44.86810303,-75.44889832,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,54,In a relationship,1,Employed full time,,5- In the middle in Canada,No,No,213,10,6,10,10,10,10,10,10,8,10,10,10,10,10,10,0,50,50,8,6,7,9,5,10,10,1,0,0,1,2,10,10,10,0,0,9,9,10,7,6,10,10,7,4,8,10,9,10,8,10,6,0,8,0,1,0,0,1,7,10,10,2,0,10,4,2,1,0,9,50,50,0,16,4,0,50 cents,3 minutes,4 hours
2020-05-02 14:07,2020-05-02 15:06,IP Address,208.114.165.84,100,3537,TRUE,2020-05-02 15:06,R_2fHFCtdcCpguu25,,,,,49.90879822,-125.5861969,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,56,Married,0,Retired,,3,No,No,213,10,0,9,10,10,7,7,10,7,5,5,5,2,5,7,100,0,0,8,6,0,4,3,4,1,8,8,7,8,4,10,10,10,0,2,9,6,10,7,6,8,10,6,6,7,6,6,9,6,7,9,2,5,1,0,2,5,2,0,10,10,5,0,7,5,0,0,2,9,50,50,7,16,8,0,50 cents,3 minutes,4 hours
2020-05-02 15:02,2020-05-02 15:22,IP Address,96.48.157.249,100,1213,TRUE,2020-05-02 15:22,R_1jAMKtNY4wyEimu,,,,,49.13780212,-122.8520966,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,32,Married,1,Employed full time,,3,No,No,213,7,0,9,9,9,9,10,10,10,9,8,10,7,9,10,0,50,50,2,3,7,7,7,8,9,2,2,1,1,6,8,5,7,2,4,7,8,7,8,6,6,6,8,7,7,7,7,9,6,7,3,9,7,6,6,6,7,7,6,8,8,7,8,5,5,2,7,6,6,20,40,5,1,7,0,50,300,8
2020-05-02 15:06,2020-05-02 15:26,IP Address,160.32.198.145,100,1199,TRUE,2020-05-02 15:26,R_1gqdMAUKjqqDwvr,,,,,43.84500122,-79.3219986,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,68,Single,0,Retired,,3,No,No,213,7,5,7,7,7,7,7,7,7,7,7,7,7,7,7,50,25,25,7,7,7,5,7,7,7,7,7,7,6,4,7,7,7,5,7,5,5,5,5,5,5,5,7,7,7,7,7,7,7,7,7,5,7,5,5,5,5,5,5,5,7,5,4,6,5,4,5,5,5,50,50,5,9,5,0,50,3 minutes,Half an hour
2020-05-02 15:20,2020-05-02 15:43,IP Address,23.233.53.166,100,1342,TRUE,2020-05-02 15:43,R_9L8W6o6HLSIPHO1,,,,,43.38490295,-80.28330231,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,19,In a relationship,0,Other,layed off due to COVID-19 ,1,Yes,Yes,213,10,1,10,9,10,10,10,10,10,10,10,10,10,10,10,15,50,35,0,5,8,9,9,10,10,1,9,6,6,4,9,8,7,1,1,8,8,10,5,3,9,10,1,2,2,0,0,7,1,2,10,4,0,7,8,2,3,0,1,8,10,2,0,0,5,1,7,9,8,10,80,5,1,1,0,$0.50 ,300 minutes,4 hours
2020-05-02 15:31,2020-05-02 15:48,IP Address,69.165.142.39,100,1033,TRUE,2020-05-02 15:48,R_1Naj3cu3dApXZVq,,,,,43.66529846,-79.43430328,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,33,Single,0,Other,EI because of Covid19 ,5- In the middle in Canada,No,No,213,10,1,10,10,10,10,10,10,10,10,10,10,10,10,10,0,100,0,6,6,5,10,10,10,10,0,0,0,0,1,10,10,5,0,0,10,10,2,10,3,0,0,6,6,4,4,7,7,8,6,9,4,2,0,7,0,5,0,0,10,10,5,0,6,7,0,7,0,10,50,70,2,16,8,0,50,3min,4
2020-05-02 16:07,2020-05-02 16:21,IP Address,75.157.229.243,100,838,TRUE,2020-05-02 16:21,R_3019ais03d0CcLw,,,,,49.22459412,-123.0710983,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,54,Married,0,Employed part-time,,6,No,No,213,9,2,9,10,10,6,6,7,4,8,8,8,3,7,5,90,0,10,6,7,5,6,5,10,10,5,4,3,1,5,8,7,6,4,3,6,6,5,7,6,6,5,7,8,7,7,8,8,7,7,5,6,5,5,5,5,6,5,5,7,8,5,3,5,5,5,5,5,6,30,40,3,14,7,0,50,3,4
2020-05-02 16:11,2020-05-02 16:35,IP Address,216.208.243.66,100,1462,TRUE,2020-05-02 16:35,R_1qVxQOvW9g1A1WV,,,,,45.91059875,-66.65859985,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,21,Single,0,Employed full time,,6,No,No,213,6,4,1,8,8,8,10,10,10,9,9,10,9,8,8,20,50,30,2,6,7,10,4,10,6,3,8,3,8,1,10,8,4,0,0,8,8,8,10,10,2,2,9,9,5,9,8,10,3,3,10,4,0,6,9,3,8,4,0,10,8,6,0,6,7,0,9,10,10,10,40,8,3,5,0,50,300 minutes,4
2020-05-02 15:58,2020-05-02 16:41,IP Address,142.179.78.123,100,2542,TRUE,2020-05-02 16:41,R_YbuCg20bYR5vOLf,,,,,49.29580688,-123.1409988,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",other,non-binary,26,In a relationship,0,Employed full time,,3,No,No,213,9,0,7,9,10,9,9,9,3,9,10,10,5,10,10,50,50,0,6,5,5,5,5,10,9,0,0,0,0,0,10,10,9,0,0,7,7,6,6,4,6,8,7,5,5,6,6,9,6,8,7,2,5,1,5,8,5,1,0,10,10,5,0,2,5,10,1,4,10,80,80,0,16,7,0,50 cents,300,I don't know
2020-05-02 16:25,2020-05-02 16:59,IP Address,198.91.142.171,100,2005,TRUE,2020-05-02 16:59,R_1jD5PH9n4KWgMz4,,,,,44.14920044,-79.86849976,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,58,Single,4,Employed full time,,5- In the middle in Canada,No,No,213,10,2,10,10,10,10,10,10,10,10,10,10,10,10,10,100,50,50,9,7,7,8,7,10,10,3,1,0,0,3,6,7,6,8,3,7,6,7,10,6,6,4,7,7,7,6,6,10,8,9,6,3,7,4,3,3,4,4,3,6,4,3,6,6,4,4,3,4,4,60,70,6,9,10,0,50,300,4
2020-05-02 16:23,2020-05-02 17:00,IP Address,99.192.66.127,100,2201,TRUE,2020-05-02 17:00,R_27q87dNbNeZzR5a,,,,,44.66430664,-63.60019684,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,39,Married,2,Employed full time,,7,No,No,213,9,0,9,10,10,10,10,10,10,10,9,9,9,9,10,0,75,25,3,4,5,6,6,8,8,0,0,0,0,2,9,9,10,0,0,6,7,6,8,6,6,8,6,5,7,7,6,8,9,8,4,2,7,2,6,3,6,6,1,8,7,6,1,6,6,2,7,7,6,60,80,3,14,8,0,50,300,4
2020-05-02 16:43,2020-05-02 17:17,IP Address,142.120.227.241,100,2014,TRUE,2020-05-02 17:17,R_QlIO27lJE825qHD,,,,,43.647995,-79.41410065,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,38,Married,0,Unemployed looking for work,,5- In the middle in Canada,No,No,213,10,0,10,10,10,8,8,10,0,10,10,10,10,10,10,100,0,0,5,6,3,5,3,5,5,2,2,2,3,3,10,7,7,0,0,0,0,4,5,5,5,5,6,7,6,5,7,9,5,5,5,5,6,6,5,5,5,5,1,10,10,5,0,5,4,0,7,7,10,0,30,5,16,6,0,50 cents,300minutes,2hours
2020-05-02 17:15,2020-05-02 17:41,IP Address,173.32.91.14,100,1546,TRUE,2020-05-02 17:41,R_3m8DaFJ7fL6pYgB,,,,,43.81129456,-79.18800354,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,44,In a relationship,4,Employed full time,,5- In the middle in Canada,No,No,213,10,0,9,10,10,8,10,10,3,10,10,10,8,8,10,50,50,0,6,5,5,8,4,8,8,0,0,0,0,2,10,10,10,0,2,10,8,8,10,7,2,4,7,7,1,9,7,7,3,6,10,6,4,0,3,6,3,0,0,10,8,5,0,6,6,1,2,5,8,30,30,5,14,8,0,50 cents,300 minutes,7 hours
2020-05-02 17:15,2020-05-02 17:44,IP Address,174.95.215.163,100,1775,TRUE,2020-05-02 17:44,R_1BSjAbWmHGKWDgi,,,,,43.76870728,-79.4108963,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,33,Single,0,Employed full time,,5- In the middle in Canada,No,No,213,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,100,0,0,5,5,2,2,2,10,6,0,0,0,0,6,10,7,7,2,1,3,3,8,8,3,2,2,6,6,4,6,6,6,7,8,7,2,4,1,7,6,6,2,3,9,9,8,1,5,3,2,2,2,6,50,80,6,3,5,0,50 cents,300,4
2020-05-02 17:49,2020-05-02 18:08,IP Address,50.64.176.49,100,1127,TRUE,2020-05-02 18:08,R_3hG61hC2R4XLrV5,,,,,49.16169739,-123.1750031,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,32,Single,0,Employed full time,,5- In the middle in Canada,No,No,213,10,0,10,10,10,10,10,10,10,10,9,6,5,8,5,50,25,25,8,5,5,7,7,10,10,0,0,0,0,5,9,9,9,5,3,5,6,8,8,6,6,4,6,7,6,7,7,10,7,7,8,5,7,5,5,5,5,5,6,8,8,5,4,5,5,4,5,5,8,50,50,6,2,7,0,50,3,6 hours
2020-05-02 17:18,2020-05-02 18:11,IP Address,174.119.104.210,100,3171,TRUE,2020-05-02 18:11,R_2fiGUpYk2jWNhuR,,,,,44.60879517,-79.42520142,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,72,Married,2,Retired,,7,No,No,213,10,4,9,10,10,6,6,10,6,9,10,10,8,10,10,0,50,50,9,8,2,2,1,10,10,1,0,0,0,2,10,10,10,0,2,8,8,8,8,3,7,9,8,8,6,8,8,6,9,7,2,1,8,5,2,2,3,3,2,9,7,2,2,7,3,3,7,8,8,20,40,2,5,7,0,50 CENTS,3 MINUTES7,7 HRS
2020-05-02 15:05,2020-05-02 18:14,IP Address,50.70.243.129,100,11335,TRUE,2020-05-02 18:14,R_2UY2OinGWRHIOYH,,,,,49.91920471,-97.126297,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,54,Single,0,Employed part-time,,5- In the middle in Canada,No,No,213,10,5,5,7,8,7,7,7,5,10,10,10,10,10,10,10,45,45,3,3,5,10,7,10,8,5,5,5,5,0,10,10,10,0,0,10,10,10,10,10,10,10,5,2,5,5,2,2,5,10,5,2,8,5,10,5,10,10,5,10,10,5,0,8,8,0,5,10,10,0,30,5,16,8,0,50,3,4
2020-05-02 18:08,2020-05-02 18:29,IP Address,198.2.103.8,100,1256,TRUE,2020-05-02 18:29,R_3HhMdwsH40vKVJ2,,,,,43.66439819,-79.41950226,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,40,Married,0,Employed part-time,,6,Yes,No,213,9,0,8,8,10,6,6,8,6,5,6,10,7,10,10,100,0,0,8,7,0,7,4,9,8,0,0,0,0,4,8,6,6,2,2,4,6,6,8,7,6,8,8,8,7,7,7,7,4,7,4,6,7,6,4,6,4,1,1,8,7,2,2,6,6,2,6,6,8,70,50,2,14,8,0,50,300 minutes,4
2020-05-02 18:13,2020-05-02 18:39,IP Address,72.39.12.230,100,1556,TRUE,2020-05-02 18:39,R_1OBOse2458Y0y8i,,,,,46.33639526,-79.58300018,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,54,In a relationship,2,Employed full time,,2,Yes,No,213,9,9,8,10,10,8,8,7,4,6,7,8,2,3,3,25,48,27,6,4,5,7,6,10,10,2,3,0,1,0,7,7,7,2,3,5,5,7,6,4,5,5,7,8,3,5,4,5,8,7,6,5,4,3,3,4,6,2,5,7,7,6,2,5,6,2,5,5,8,60,70,5,13,5,0,25 cents ,3 minutes ,7 hours 
2020-05-02 17:52,2020-05-02 18:39,IP Address,207.107.119.98,100,2853,TRUE,2020-05-02 18:39,R_4PB2UFLwYBSbPhv,,,,,45.44459534,-75.6384964,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,19,Single,0,Student,,3,No,No,213,10,0,10,10,0,9,10,10,10,10,8,10,3,8,10,30,10,60,1,3,5,8,1,1,0,0,0,0,0,0,10,10,10,4,0,3,10,1,8,3,9,4,4,1,6,3,3,6,7,8,8,8,8,2,7,0,1,0,7,10,9,9,0,10,2,0,10,10,3,40,70,3,5,10,0,50,,
2020-05-02 18:26,2020-05-02 18:41,IP Address,45.41.175.198,100,915,TRUE,2020-05-02 18:41,R_3eafoxO7KZFFfrs,,,,,45.41470337,-75.70269775,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,36,Married,0,Employed full time,,7,No,No,213,10,6,10,10,10,10,10,10,6,4,10,10,10,10,10,100,0,0,3,5,3,5,3,7,7,0,0,0,1,5,9,7,8,0,1,6,7,10,5,2,6,6,5,7,6,5,6,8,5,3,9,9,5,2,2,7,5,0,0,7,5,0,2,0,2,5,5,5,5,100,100,4,1,6,0,25 cents,3 minutes,7 hours
2020-05-02 18:19,2020-05-02 18:44,IP Address,99.240.199.44,100,1511,TRUE,2020-05-02 18:44,R_9X22BPgT2pZIKPf,,,,,43.76870728,-79.4108963,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,18,Single,0,Student,,4,No,No,213,10,0,8,10,10,10,10,10,9,10,10,10,8,8,10,50,25,25,8,6,1,5,0,5,0,1,1,1,1,0,10,10,10,0,0,7,7,8,8,8,1,10,7,8,8,7,8,10,0,5,8,10,3,7,9,1,7,6,0,6,4,0,0,5,4,5,3,3,3,80,90,4,10,9,0,25 cents,900 minutes,4 hours
2020-05-02 18:22,2020-05-02 18:46,IP Address,24.72.76.226,100,1458,TRUE,2020-05-02 18:46,R_3NF1VtMg6D9ui3u,,,,,50.44810486,-104.6126022,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,24,In a relationship,0,Unemployed looking for work,,0 - At the bottom in Canada,No,No,213,9,0,8,10,10,3,6,10,7,5,10,10,10,10,10,100,0,0,3,4,1,5,0,10,5,5,0,0,0,0,10,10,10,0,5,7,5,7,5,5,7,5,0,4,5,4,1,8,5,5,7,7,0,0,4,6,5,0,5,6,8,0,0,5,5,0,0,0,6,80,90,5,10,3,0,50 cents.,300 mins.,4 hrs.
2020-05-02 18:20,2020-05-02 18:52,IP Address,50.67.21.192,100,1938,TRUE,2020-05-02 18:52,R_0iFOMX1yPEL4yGJ,,,,,49.24780273,-122.9938049,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,34,Married,0,Student,,3,No,Yes,213,10,0,10,10,10,10,10,10,10,10,8,7,0,3,8,50,25,25,9,5,10,7,5,2,5,3,1,3,0,0,10,10,10,0,0,10,10,10,10,6,5,5,8,10,4,8,5,10,8,10,2,0,9,3,5,1,6,5,0,10,10,1,0,5,5,10,4,8,10,70,70,8,5,9,0,25 cents,3 minutes,7 hours
2020-05-02 18:27,2020-05-02 18:55,IP Address,70.64.124.43,100,1688,TRUE,2020-05-02 18:55,R_1BWwi0ocDBIXlXl,,,,,52.11329651,-106.7235031,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,65,In a relationship,2,Employed part-time,,7,No,No,213,10,0,10,10,10,9,9,9,9,9,10,10,8,10,10,0,50,50,8,7,2,8,6,10,10,0,0,0,0,2,10,10,10,0,0,8,8,8,8,5,1,2,7,8,5,4,5,5,4,7,7,7,4,2,0,0,1,0,0,10,10,4,0,3,6,0,6,6,10,30,50,4,4,7,0,50,300,7
2020-05-02 18:50,2020-05-02 19:02,IP Address,154.5.158.154,100,729,TRUE,2020-05-02 19:02,R_3kaFa2Rd6sktjL4,,,,,49.10490417,-122.8240051,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,24,Single,0,Employed full time,,7,No,Yes,213,8,0,8,7,9,7,5,8,5,9,9,10,10,8,9,90,0,10,4,4,5,5,5,10,9,4,3,3,3,7,9,10,10,2,2,6,5,8,6,3,3,7,4,8,7,8,8,3,7,7,10,10,7,3,6,2,7,2,2,8,7,4,4,5,5,4,5,5,6,30,40,5,3,5,0,50 cents,300 minutes ,4 hours
2020-05-02 19:33,2020-05-02 19:48,IP Address,99.230.216.116,100,877,TRUE,2020-05-02 19:48,R_3PGLHS0TIeg61NM,,,,,43.67520142,-79.34719849,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,36,In a relationship,0,Employed part-time,,8,No,No,213,10,9,9,10,10,9,9,9,0,9,8,8,8,8,9,0,50,50,6,7,10,10,10,10,10,5,7,6,7,8,8,7,8,3,6,7,7,5,6,3,3,1,8,8,5,3,3,3,6,8,6,7,5,7,5,8,5,2,7,8,8,5,2,5,6,4,3,2,8,70,80,7,16,7,0,50 cents,300 mins,7 hours
2020-05-02 19:23,2020-05-02 19:51,IP Address,99.244.134.134,100,1716,TRUE,2020-05-02 19:51,R_W1cPWCHbLjQcGkN,,,,,43.8789978,-79.26380157,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,21,Single,0,Employed part-time,,5- In the middle in Canada,No,No,213,8,6,10,2,9,8,7,10,5,10,10,10,8,9,10,60,20,20,6,5,5,7,3,5,5,0,0,2,0,5,10,7,9,0,5,5,5,8,6,5,5,8,6,7,6,7,8,7,5,4,6,6,4,5,4,2,2,2,2,10,8,2,0,3,5,0,7,5,5,30,40,5,14,7,0,50 cents ,300,4
2020-05-02 19:36,2020-05-02 19:54,IP Address,24.76.224.30,100,1082,TRUE,2020-05-02 19:54,R_6z2uJR8XKKyieml,,,,,49.91920471,-97.126297,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,18,Single,0,Student,,5- In the middle in Canada,No,No,213,10,3,8,10,10,10,10,10,8,9,9,9,9,10,10,0,50,50,4,4,6,8,7,9,9,0,0,0,0,7,10,10,10,0,0,8,8,7,8,6,8,7,8,9,7,7,8,9,6,8,4,6,7,2,7,0,6,1,2,10,8,3,0,7,5,0,6,7,9,10,10,3,14,7,0,25,3 minutes,7 hours
2020-05-02 19:40,2020-05-02 20:03,IP Address,50.65.113.209,100,1399,TRUE,2020-05-02 20:03,R_2tmNbe8wiSGmSIf,,,,,53.61120605,-113.5746002,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,40,Single,0,Employed full time,,3,Yes,Yes,213,5,0,5,4,10,1,5,10,10,10,2,0,0,0,0,100,0,0,1,2,0,7,5,10,10,5,5,5,5,5,0,10,10,0,0,5,5,5,8,8,10,0,0,0,3,6,6,4,4,8,1,3,8,0,10,0,8,5,2,10,10,0,0,8,10,0,10,0,10,10,10,0,16,4,0,50,300,6
2020-05-02 20:03,2020-05-02 20:21,IP Address,173.181.73.161,100,1063,TRUE,2020-05-02 20:21,R_2UaAAZCUN0YPtkf,,,,,49.25140381,-123.0971985,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,43,Married,2,Employed full time,,6,No,No,213,9,0,7,9,10,7,8,10,6,7,8,8,7,10,9,50,50,0,8,7,2,6,5,9,9,0,0,0,0,5,8,8,8,2,2,6,7,7,9,5,5,5,6,6,8,8,8,8,5,5,5,2,7,2,3,3,5,4,3,9,9,5,0,5,5,2,5,5,6,10,10,4,4,6,0,25 cents,3 minutes,7 hours
2020-05-02 19:54,2020-05-02 20:21,IP Address,24.72.37.120,100,1644,TRUE,2020-05-02 20:21,R_1rHdGUAHRD6N1uu,,,,,50.44810486,-104.6126022,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Female,,57,Married,3,Employed full time,,4,No,No,213,10,0,8,10,10,8,8,10,8,10,8,5,5,10,10,90,10,0,2,1,3,8,2,10,10,10,0,0,0,8,10,10,10,0,0,6,6,4,4,7,10,5,6,3,2,8,5,5,10,8,9,2,7,7,8,1,9,0,0,10,10,5,0,1,1,0,0,0,10,50,50,5,10,1,0,0.5,300,4
2020-05-02 20:01,2020-05-02 20:25,IP Address,72.137.70.211,100,1391,TRUE,2020-05-02 20:25,R_SNJUgji64RMq73b,,,,,43.59899902,-79.68849945,anonymous,EN,"I have read the Letter of Information, have had the nature of the study explained to me and I agree to participate. All questions have been answered to my satisfaction.",Male,,22,Single,0,Student,,7,No,No,213,9,1,7,8,9,7,7,9,5,7,7,6,5,8,8,100,0,0,6,7,3,7,5,7,5,4,6,5,5,3,8,6,7,3,6,6,5,6,7,6,7,4,5,6,2,3,5,5,7,6,6,6,5,2,4,6,3,6,3,7,6,7,3,3,3,4,5,5,6,60,60,7,5,7,0,50 cents,3 minutes,7 hours
